Model Type,Hidden Size,Num Layers,Dropout,Learning Rate,Num Epochs,Early Stopping,Patience,Accuracy,Loss
dense,64,1,0.01,0.0001,50,True,5,0.33,1.9947963953018188
dense,64,2,0.1,0.0002,50,True,5,0.33,1.9255151748657227
dense,64,1,0.3,0.0002,50,True,5,0.33,1.8984447717666626
dense,64,3,0.3,0.0001,100,True,5,0.33,1.9047398567199707
dense,128,5,0.5,0.0002,50,True,5,0.33,1.8258510828018188
dense,64,3,0.1,0.0002,50,True,5,0.33,1.8843257427215576
dense,64,4,0.05,0.0001,50,True,5,0.33,2.025970458984375
rnn,64,3,0.3,0.0001,100,True,5,0.33,1.8426718711853027
dense,64,5,0.5,0.0002,50,True,5,0.33,1.9826841354370117
rnn,64,3,0.5,0.0002,50,True,5,0.33,2.2369420528411865
dense,64,3,0.05,0.0001,50,True,5,0.325,1.968834400177002
rnn,64,4,0.1,0.0001,100,True,5,0.325,2.0327532291412354
rnn,64,5,0.01,0.0001,200,True,5,0.325,1.7381579875946045
rnn,64,3,0.01,0.0002,50,True,5,0.32,2.2216196060180664
rnn,128,3,0.01,0.0001,50,True,5,0.32,2.2353675365448
rnn,64,3,0.3,0.0002,50,True,5,0.32,2.2152140140533447
dense,64,1,0.5,0.0002,50,True,5,0.32,1.9765046834945679
dense,64,4,0.3,0.0002,50,True,5,0.32,1.9023727178573608
dense,128,3,0.5,0.0001,50,True,5,0.315,2.007870674133301
rnn,64,2,0.5,0.0001,50,True,5,0.315,2.1584720611572266
rnn,128,4,0.5,0.0001,100,True,5,0.315,1.8285925388336182
dense,128,4,0.3,0.0001,50,True,5,0.31,1.9021787643432617
dense,64,5,0.3,0.0001,50,True,5,0.31,2.0706305503845215
rnn,64,1,0.05,0.0001,50,True,5,0.31,2.014127254486084
rnn,64,4,0.3,0.0005,50,True,5,0.31,2.1965579986572266
dense,64,2,0.05,0.0001,50,True,5,0.31,2.0187079906463623
dense,64,3,0.01,0.0001,50,True,5,0.31,1.976995825767517
rnn,256,4,0.01,0.0001,50,True,5,0.31,2.229325771331787
rnn,128,1,0.5,0.0001,50,True,5,0.31,1.9663101434707642
rnn,64,2,0.5,0.0002,50,True,5,0.31,2.060682773590088
rnn,64,1,0.1,0.0001,50,True,5,0.31,2.0632007122039795
dense,64,4,0.1,0.0001,50,True,5,0.305,2.0189006328582764
rnn,128,3,0.5,0.0001,50,True,5,0.305,2.2343873977661133
dense,128,4,0.5,0.0001,50,True,5,0.305,1.962100625038147
dense,64,2,0.3,0.0001,100,True,5,0.305,1.9516106843948364
dense,64,1,0.5,0.0001,100,True,5,0.305,1.9906716346740723
dense,64,4,0.5,0.0002,50,True,5,0.3,2.0278072357177734
rnn,64,1,0.3,0.0001,50,True,5,0.3,2.0357484817504883
rnn,64,2,0.05,0.0001,50,True,5,0.3,2.132337808609009
dense,128,1,0.3,0.0001,50,True,5,0.295,1.9630376100540161
rnn,64,3,0.1,0.0002,50,True,5,0.295,2.2144947052001953
rnn,64,5,0.1,0.0001,200,True,5,0.29,1.7426284551620483
rnn,64,3,0.3,0.0001,50,True,5,0.285,2.2771217823028564
rnn,64,5,0.01,0.0002,100,True,5,0.285,1.8416197299957275
dense,64,3,0.1,0.0001,50,True,5,0.285,2.017667055130005
dense,128,5,0.5,0.0001,50,True,5,0.285,1.9924322366714478
dense,64,1,0.05,0.0001,50,True,5,0.285,2.0751678943634033
rnn,64,4,0.5,0.0001,100,True,5,0.28,2.1194515228271484
dense,64,1,0.1,0.0001,50,True,5,0.28,2.14203143119812
dense,64,4,0.01,0.0001,50,True,5,0.28,2.0909159183502197
dense,128,2,0.5,0.0001,50,True,5,0.28,1.9706192016601562
rnn,128,3,0.05,0.0001,50,True,5,0.28,2.2336504459381104
dense,64,2,0.01,0.0001,50,True,5,0.275,1.9983481168746948
dense,64,3,0.5,0.0001,50,True,5,0.27,2.139965057373047
dense,64,1,0.3,0.0001,50,True,5,0.27,2.05778431892395
dense,64,5,0.05,0.0001,50,True,5,0.27,2.0838325023651123
rnn,128,3,0.1,0.0001,50,True,5,0.265,2.2228803634643555
dense,64,2,0.5,0.0001,50,True,5,0.26,2.1587564945220947
rnn,64,1,0.5,0.0001,50,True,5,0.255,2.1340887546539307
rnn,128,4,0.3,0.0002,50,True,5,0.255,2.220210552215576
rnn,64,5,0.05,0.0001,100,True,5,0.255,2.1750991344451904
rnn,64,2,0.3,0.0001,50,True,5,0.255,2.159010648727417
rnn,128,4,0.1,0.0001,50,True,5,0.25,2.2739388942718506
rnn,64,5,0.3,0.0001,100,True,5,0.245,2.254089117050171
rnn,64,5,0.5,0.0005,50,True,5,0.245,2.2173306941986084
rnn,64,5,0.1,0.0002,100,True,5,0.24,1.8343430757522583
dense,128,1,0.5,0.0001,50,True,5,0.235,2.0710105895996094
rnn,64,3,0.1,0.0001,50,True,5,0.23,2.253633499145508
dense,64,3,0.3,0.0001,50,True,5,0.225,2.085524320602417
rnn,64,3,0.05,0.0001,50,True,5,0.22,2.257739782333374
rnn,128,4,0.5,0.0001,50,True,5,0.22,2.2816498279571533
rnn,64,4,0.01,0.0002,50,True,5,0.2,2.265820264816284
rnn,64,3,0.5,0.0001,50,True,5,0.2,2.2735633850097656
rnn,64,3,0.01,0.0001,50,True,5,0.2,2.2650673389434814
rnn,64,5,0.05,0.0002,50,True,5,0.185,2.303642511367798
rnn,64,4,0.1,0.0002,50,True,5,0.185,2.282180070877075
rnn,128,4,0.1,0.0002,50,True,5,0.16,2.3009471893310547
rnn,256,5,0.05,0.0005,100,True,5,0.16,2.3039355278015137
rnn,256,5,0.1,0.0001,100,True,5,0.155,2.3034229278564453
dense,64,5,0.01,0.0001,50,True,5,0.155,2.3099584579467773
dense,64,3,0.5,0.0001,200,True,5,0.15,2.3059887886047363
rnn,256,5,0.01,0.0005,200,True,5,0.15,2.3055620193481445
rnn,64,5,0.3,0.0001,200,True,5,0.135,2.2968883514404297
rnn,64,4,0.1,0.0002,200,True,5,0.135,2.3027007579803467
rnn,128,5,0.1,0.0001,100,True,5,0.135,2.301304578781128
rnn,64,4,0.05,0.0002,100,True,5,0.135,2.305006504058838
rnn,256,5,0.5,0.0002,200,True,5,0.135,2.3005013465881348
rnn,64,5,0.3,0.0001,50,True,5,0.135,2.3043243885040283
rnn,256,5,0.05,0.0002,200,True,5,0.135,2.3012278079986572
rnn,64,5,0.1,0.0001,100,True,5,0.135,2.3016271591186523
rnn,256,4,0.3,0.0001,50,True,5,0.135,2.3000147342681885
rnn,64,5,0.5,0.001,100,True,5,0.135,2.2978837490081787
rnn,128,4,0.05,0.0002,200,True,5,0.135,2.296276569366455
rnn,64,5,0.5,0.0001,100,True,5,0.135,2.3015646934509277
rnn,256,4,0.5,0.0001,200,True,5,0.135,2.2987101078033447
dense,64,4,0.5,0.0001,200,True,5,0.13,2.324869394302368
rnn,256,5,0.5,0.0005,50,True,5,0.13,2.3042588233947754
rnn,64,4,0.1,0.0001,50,True,5,0.125,2.2994401454925537
rnn,256,5,0.3,0.001,100,True,5,0.125,2.307267427444458
rnn,128,5,0.01,0.0002,50,True,5,0.12,2.299211025238037
rnn,64,5,0.1,0.0002,50,True,5,0.12,2.303779363632202
rnn,64,5,0.5,0.0001,50,True,5,0.12,2.300426721572876
rnn,128,4,0.5,0.0002,50,True,5,0.12,2.3044729232788086
rnn,128,5,0.01,0.001,100,True,5,0.12,2.3014657497406006
rnn,64,5,0.1,0.001,200,True,5,0.12,2.306215763092041
rnn,64,4,0.1,0.0005,50,True,5,0.12,2.304936408996582
rnn,128,4,0.01,0.0001,50,True,5,0.12,2.3069376945495605
rnn,128,5,0.5,0.0001,100,True,5,0.12,2.2994751930236816
rnn,64,4,0.05,0.0002,50,True,5,0.12,2.2997353076934814
rnn,64,5,0.05,0.001,50,True,5,0.12,2.2972841262817383
rnn,128,5,0.1,0.0005,200,True,5,0.12,2.3031280040740967
rnn,256,5,0.3,0.0001,100,True,5,0.12,2.2985339164733887
rnn,128,5,0.05,0.0005,100,True,5,0.12,2.3046650886535645
rnn,128,5,0.3,0.0002,100,True,5,0.12,2.301586866378784
rnn,256,5,0.05,0.0005,200,True,5,0.12,2.299044370651245
rnn,128,4,0.3,0.0005,50,True,5,0.12,2.2982566356658936
rnn,64,5,0.05,0.001,200,True,5,0.12,2.3056604862213135
rnn,128,5,0.01,0.0001,50,True,5,0.12,2.3035099506378174
rnn,128,4,0.01,0.0002,100,True,5,0.12,2.3032660484313965
rnn,64,5,0.3,0.0005,200,True,5,0.12,2.2967371940612793
rnn,64,5,0.5,0.0002,50,True,5,0.12,2.300724983215332
rnn,64,5,0.1,0.001,100,True,5,0.12,2.2941694259643555
rnn,128,5,0.5,0.0005,50,True,5,0.12,2.3024709224700928
rnn,128,5,0.5,0.0005,200,True,5,0.12,2.3006420135498047
rnn,256,5,0.5,0.0001,200,True,5,0.12,2.304290533065796
rnn,256,5,0.1,0.0005,50,True,5,0.12,2.302422046661377
rnn,128,4,0.05,0.0001,50,True,5,0.12,2.2990243434906006
rnn,128,4,0.3,0.0001,200,True,5,0.12,2.3030154705047607
rnn,64,5,0.01,0.0005,50,True,5,0.12,2.304946184158325
rnn,64,4,0.01,0.0005,100,True,5,0.12,2.3017101287841797
dense,64,1,0.05,0.0001,100,True,5,0.115,2.317938804626465
rnn,128,5,0.05,0.0001,50,True,5,0.11,2.293830394744873
rnn,256,5,0.05,0.0001,50,True,5,0.11,2.302586317062378
rnn,256,4,0.3,0.0002,200,True,5,0.11,2.3044071197509766
rnn,64,4,0.05,0.0001,200,True,5,0.11,2.3023407459259033
rnn,128,4,0.3,0.0005,100,True,5,0.11,2.2989919185638428
rnn,128,5,0.1,0.0002,200,True,5,0.11,2.3042678833007812
rnn,64,5,0.3,0.001,100,True,5,0.11,2.295621633529663
rnn,128,4,0.5,0.0002,200,True,5,0.11,2.304088592529297
rnn,128,5,0.5,0.0002,50,True,5,0.11,2.306143045425415
rnn,64,5,0.3,0.0005,100,True,5,0.11,2.304105758666992
rnn,128,5,0.5,0.001,100,True,5,0.11,2.305985927581787
rnn,64,5,0.5,0.0002,100,True,5,0.11,2.298884868621826
rnn,64,4,0.5,0.0002,50,True,5,0.11,2.3011956214904785
rnn,128,5,0.5,0.0002,100,True,5,0.11,2.3003315925598145
rnn,256,5,0.5,0.0005,200,True,5,0.11,2.301877498626709
rnn,64,5,0.05,0.0005,50,True,5,0.11,2.296739101409912
rnn,256,5,0.1,0.0002,50,True,5,0.11,2.300267219543457
rnn,64,5,0.01,0.0005,100,True,5,0.11,2.305011510848999
rnn,64,5,0.01,0.0002,50,True,5,0.11,2.306875705718994
rnn,64,4,0.3,0.0002,200,True,5,0.11,2.2975614070892334
rnn,256,5,0.5,0.0001,100,True,5,0.11,2.2991912364959717
rnn,128,5,0.05,0.0005,200,True,5,0.11,2.3055403232574463
rnn,256,4,0.3,0.0002,100,True,5,0.11,2.3005900382995605
rnn,128,5,0.1,0.001,200,True,5,0.11,2.3064098358154297
rnn,256,4,0.05,0.0001,100,True,5,0.11,2.301400661468506
rnn,256,5,0.05,0.0002,50,True,5,0.11,2.3006441593170166
rnn,64,5,0.1,0.0005,50,True,5,0.11,2.3033368587493896
rnn,128,5,0.05,0.0001,200,True,5,0.11,2.3040523529052734
rnn,128,4,0.05,0.0001,200,True,5,0.11,2.3045694828033447
dense,64,1,0.5,0.0001,200,True,5,0.11,2.3098626136779785
rnn,64,4,0.1,0.0005,100,True,5,0.11,2.3024442195892334
rnn,128,4,0.01,0.0005,50,True,5,0.11,2.302884101867676
rnn,64,5,0.3,0.0002,100,True,5,0.105,2.301917314529419
rnn,128,5,0.01,0.001,200,True,5,0.105,2.3013646602630615
rnn,64,4,0.5,0.0001,50,True,5,0.105,2.3063721656799316
rnn,128,5,0.05,0.001,50,True,5,0.105,2.2976436614990234
rnn,256,5,0.05,0.0002,100,True,5,0.105,2.302415370941162
rnn,256,5,0.5,0.0005,100,True,5,0.105,2.3011553287506104
rnn,128,5,0.5,0.0002,200,True,5,0.105,2.3031210899353027
rnn,128,5,0.3,0.0001,200,True,5,0.105,2.306232213973999
rnn,256,5,0.5,0.001,100,True,5,0.105,2.302882671356201
rnn,128,5,0.01,0.0001,100,True,5,0.105,2.304307460784912
rnn,64,5,0.5,0.001,50,True,5,0.105,2.3013219833374023
rnn,64,4,0.01,0.0001,200,True,5,0.105,2.3057265281677246
rnn,64,4,0.01,0.0001,50,True,5,0.105,2.2852914333343506
rnn,128,5,0.3,0.0005,100,True,5,0.105,2.3057165145874023
rnn,128,5,0.05,0.0005,50,True,5,0.105,2.3027493953704834
rnn,256,5,0.01,0.0001,100,True,5,0.105,2.305011034011841
rnn,256,5,0.3,0.0001,200,True,5,0.105,2.304924249649048
rnn,64,4,0.05,0.0001,50,True,5,0.105,2.2970666885375977
rnn,256,5,0.01,0.0001,50,True,5,0.105,2.3042922019958496
rnn,256,5,0.01,0.0002,200,True,5,0.1,2.3013980388641357
rnn,256,5,0.05,0.0005,50,True,5,0.1,2.303454637527466
rnn,64,5,0.01,0.0005,200,True,5,0.1,2.304579257965088
rnn,64,5,0.05,0.0002,200,True,5,0.1,2.3019986152648926
rnn,128,4,0.1,0.0001,200,True,5,0.1,2.3040921688079834
rnn,64,5,0.3,0.0002,50,True,5,0.1,2.306422710418701
rnn,256,5,0.5,0.0001,50,True,5,0.1,2.304208278656006
rnn,64,5,0.05,0.0001,50,True,5,0.1,2.3012855052948
rnn,64,4,0.01,0.0005,50,True,5,0.1,2.303093910217285
rnn,64,4,0.01,0.0002,200,True,5,0.1,2.2993147373199463
rnn,256,5,0.3,0.0005,100,True,5,0.1,2.3048923015594482
rnn,128,5,0.3,0.001,200,True,5,0.1,2.302764654159546
rnn,256,5,0.3,0.001,200,True,5,0.1,2.3011507987976074
rnn,128,4,0.3,0.0001,50,True,5,0.1,2.3028717041015625
rnn,128,5,0.01,0.0005,100,True,5,0.1,2.3053700923919678
rnn,64,5,0.3,0.0002,200,True,5,0.1,2.298109531402588
rnn,128,5,0.05,0.0001,100,True,5,0.1,2.3066699504852295
rnn,64,5,0.1,0.0005,200,True,5,0.1,2.307832956314087
rnn,64,4,0.5,0.001,100,True,5,0.1,2.3069541454315186
dense,64,4,0.05,0.0001,200,True,5,0.1,2.314905881881714
rnn,64,5,0.1,0.001,50,True,5,0.1,2.298569679260254
rnn,128,4,0.5,0.0005,50,True,5,0.1,2.303870916366577
rnn,128,4,0.3,0.001,50,True,5,0.095,2.3048059940338135
rnn,128,5,0.1,0.0002,50,True,5,0.095,2.308579444885254
rnn,64,4,0.3,0.0001,100,True,5,0.095,2.3086998462677
rnn,64,4,0.3,0.0005,100,True,5,0.095,2.3039984703063965
rnn,64,5,0.5,0.0005,200,True,5,0.095,2.3028156757354736
rnn,64,4,0.3,0.0002,50,True,5,0.095,2.298346519470215
rnn,64,5,0.1,0.0001,50,True,5,0.095,2.303030014038086
rnn,256,5,0.5,0.0002,100,True,5,0.095,2.303896427154541
rnn,128,5,0.3,0.0002,50,True,5,0.095,2.306556463241577
rnn,64,4,0.05,0.0001,100,True,5,0.095,2.3050358295440674
rnn,128,5,0.5,0.0001,50,True,5,0.095,2.3040242195129395
rnn,256,5,0.3,0.0001,50,True,5,0.095,2.304643154144287
rnn,64,4,0.5,0.001,50,True,5,0.095,2.3025002479553223
rnn,128,5,0.3,0.0002,200,True,5,0.095,2.3051116466522217
rnn,64,5,0.01,0.0001,100,True,5,0.095,2.3042142391204834
rnn,128,4,0.1,0.0002,200,True,5,0.095,2.299776077270508
rnn,128,5,0.1,0.0002,100,True,5,0.095,2.3055105209350586
rnn,64,5,0.5,0.001,200,True,5,0.095,2.305774688720703
rnn,64,4,0.05,0.0005,200,True,5,0.09,2.307330846786499
rnn,128,5,0.1,0.001,100,True,5,0.09,2.3035483360290527
rnn,256,5,0.1,0.0005,200,True,5,0.09,2.302675485610962
rnn,64,5,0.01,0.001,200,True,5,0.09,2.3090593814849854
rnn,64,5,0.05,0.0002,100,True,5,0.09,2.3109920024871826
dense,64,4,0.5,0.0001,50,True,5,0.09,2.322861433029175
rnn,64,4,0.05,0.0005,100,True,5,0.09,2.302588939666748
rnn,256,5,0.1,0.0002,100,True,5,0.09,2.302990198135376
rnn,256,5,0.1,0.0002,200,True,5,0.09,2.3035218715667725
rnn,64,5,0.05,0.0005,200,True,5,0.09,2.3068535327911377
rnn,64,4,0.5,0.0002,100,True,5,0.09,2.303898572921753
rnn,64,4,0.5,0.0005,50,True,5,0.09,2.304089069366455
rnn,256,5,0.05,0.0001,200,True,5,0.09,2.3001368045806885
rnn,256,5,0.3,0.001,50,True,5,0.09,2.304659366607666
rnn,128,5,0.3,0.0005,200,True,5,0.09,2.306609869003296
rnn,128,5,0.05,0.0002,100,True,5,0.09,2.300147294998169
rnn,128,4,0.01,0.0001,100,True,5,0.09,2.304360866546631
rnn,128,5,0.3,0.001,100,True,5,0.09,2.3073618412017822
rnn,128,4,0.05,0.0002,100,True,5,0.09,2.308293104171753
rnn,256,4,0.1,0.0001,50,True,5,0.09,2.3043737411499023
rnn,128,4,0.3,0.0002,200,True,5,0.09,2.301271438598633
dense,64,4,0.3,0.0001,200,True,5,0.085,2.3246805667877197
dense,64,5,0.5,0.0001,50,True,5,0.08,2.3201074600219727
dense,64,1,0.5,0.0001,50,True,5,0.08,2.3240127563476562
rnn,128,5,0.1,0.0005,50,True,5,0.075,2.307523727416992
rnn,128,5,0.05,0.001,200,True,5,0.075,2.304309368133545
rnn,64,5,0.01,0.001,50,True,5,0.075,2.3028147220611572
rnn,256,5,0.1,0.0001,200,True,5,0.075,2.306320905685425
rnn,128,5,0.5,0.0005,100,True,5,0.075,2.307138442993164
rnn,128,5,0.01,0.0005,50,True,5,0.075,2.3046627044677734
rnn,64,5,0.1,0.0005,100,True,5,0.075,2.3079581260681152
rnn,128,5,0.5,0.001,200,True,5,0.075,2.3056178092956543
rnn,256,4,0.5,0.0002,100,True,5,0.075,2.302647352218628
rnn,256,5,0.01,0.0005,100,True,5,0.075,2.308039665222168
rnn,128,4,0.05,0.0002,50,True,5,0.075,2.302879571914673
rnn,128,5,0.05,0.0002,200,True,5,0.075,2.307166814804077
rnn,256,5,0.3,0.0002,100,True,5,0.075,2.305431604385376
rnn,256,5,0.3,0.0002,200,True,5,0.075,2.3038175106048584
rnn,256,5,0.1,0.0001,50,True,5,0.075,2.304288864135742
rnn,128,5,0.3,0.0001,50,True,5,0.075,2.304361343383789
rnn,128,5,0.1,0.001,50,True,5,0.075,2.306887149810791
rnn,128,4,0.5,0.0002,100,True,5,0.075,2.3067548274993896
rnn,128,5,0.01,0.001,50,True,5,0.075,2.30568265914917
rnn,64,4,0.5,0.0005,100,True,5,0.075,2.3078534603118896
rnn,64,5,0.01,0.001,100,True,5,0.07,2.307969093322754
rnn,256,5,0.01,0.0002,100,True,5,0.065,2.3069820404052734
rnn,256,5,0.3,0.0005,200,True,5,0.065,2.304198980331421
rnn,64,4,0.3,0.001,100,True,5,0.06,2.3067715167999268
rnn,64,5,0.5,0.0001,200,True,5,0.06,2.3045852184295654
rnn,256,5,0.3,0.0002,50,True,5,0.06,2.3027021884918213
rnn,128,5,0.01,0.0002,100,True,5,0.06,2.303701877593994
rnn,128,5,0.3,0.001,50,True,5,0.06,2.311903953552246
rnn,256,5,0.5,0.0002,50,True,5,0.06,2.3042123317718506
rnn,128,5,0.5,0.001,50,True,5,0.06,2.306938648223877
rnn,128,5,0.01,0.0005,200,True,5,0.06,2.3080224990844727
rnn,64,5,0.05,0.0001,200,True,5,0.06,2.3130698204040527
rnn,64,4,0.5,0.0002,200,True,5,0.06,2.304187059402466
rnn,64,5,0.3,0.0005,50,True,5,0.06,2.302020788192749
rnn,64,4,0.3,0.0001,50,True,5,0.06,2.3075177669525146
rnn,64,5,0.5,0.0005,100,True,5,0.06,2.312652826309204
rnn,256,5,0.01,0.0005,50,True,5,0.06,2.3048255443573
rnn,128,5,0.05,0.0002,50,True,5,0.06,2.3105628490448
rnn,128,4,0.1,0.0005,200,True,5,0.06,2.305037498474121
rnn,64,5,0.01,0.0001,50,True,5,0.06,2.3040554523468018
rnn,128,5,0.1,0.0005,100,True,5,0.06,2.309081792831421
rnn,128,5,0.3,0.0005,50,True,5,0.06,2.302211046218872
rnn,128,5,0.1,0.0001,50,True,5,0.06,2.308978796005249
rnn,256,5,0.01,0.0001,200,True,5,0.06,2.3061933517456055
rnn,128,5,0.05,0.001,100,True,5,0.06,2.3044912815093994
rnn,256,5,0.01,0.0002,50,True,5,0.06,2.3062186241149902
rnn,256,5,0.3,0.0005,50,True,5,0.06,2.3060479164123535
rnn,128,5,0.3,0.0001,100,True,5,0.06,2.307682514190674
rnn,256,5,0.1,0.0005,100,True,5,0.06,2.3074111938476562
rnn,256,4,0.5,0.0001,50,True,5,0.06,2.3050711154937744
dense,64,4,0.3,0.0001,50,True,5,0.055,2.3224098682403564
dense,64,5,0.3,0.0001,100,True,5,0.04,2.3150854110717773
